title,field_address_address_line1,field_address_locality,field_address_administrative_area,field_address_postal_code,field_address_country_code,field_venue_type,field_short_description,field_phone,field_website_uri,field_website_title,field_cuisine,field_claimed_listing,field_image,image_search_hint,field_latitude,field_longitude,field_tags,field_address_line1,field_city,field_state,field_zip,field_country,field_description,field_website,field_source,field_menu_url,field_cta,field_cta_title
"Landry's Seafood House Orlando - Orlando","8800 Vineland Ave",Orlando,FL,32821,US,"Restaurant / Bar","Orlando seafood restaurant near Lake Buena Vista with bar and lounge happy hour, cocktails, wine, beer, and seafood bites.",407-827-6466,https://www.landrysseafoodhouse.com/location/landrys-seafood-orlando/,"Official website",Seafood,0,,"Landry's Seafood House Orlando Vineland happy hour",28.3880700,-81.5037700,"Seafood, Happy Hour, Cocktails, Wine, Beer, Lake Buena Vista","8800 Vineland Ave",Orlando,FL,32821,US,"Orlando seafood restaurant near Lake Buena Vista with bar and lounge happy hour, cocktails, wine, beer, and seafood bites.",https://www.landrysseafoodhouse.com/location/landrys-seafood-orlando/,"Official website",https://www.landrysseafoodhouse.com/location/landrys-seafood-orlando/menus,https://www.landrysseafoodhouse.com/location/landrys-seafood-orlando/,"Reserve Online"
"Summer House on the Lake - Lake Buena Vista","1498 E Buena Vista Drive","Lake Buena Vista",FL,32830,US,"Restaurant / Bar","Disney Springs coastal American restaurant with martini hour, wine, draft beer, bar bites, brunch, cookies, and lakeside dining.",407-598-8645,https://www.summerhouserestaurants.com/disney-springs/,"Official website","Coastal American",0,,"Summer House on the Lake Disney Springs martini hour happy hour",28.3714500,-81.5186200,"Coastal American, Happy Hour, Martini, Wine, Beer, Brunch, Disney Springs","1498 E Buena Vista Drive","Lake Buena Vista",FL,32830,US,"Disney Springs coastal American restaurant with martini hour, wine, draft beer, elevated bar bites, brunch, cookies, and lakeside dining.",https://www.summerhouserestaurants.com/disney-springs/,"Official website",https://www.summerhouserestaurants.com/disney-springs/menu/,https://www.summerhouserestaurants.com/disney-springs/,"Reserve Online"
"Kyoto Sushi & Grill Lee Vista - Orlando","6651 S Semoran Blvd",Orlando,FL,32822,US,Restaurant,"Lee Vista sushi and Japanese grill restaurant with happy hour rolls, beer, wine, sake, kids menu, catering, and takeout.",407-674-8752,https://kyotosushiandgrill.net/,"Official website","Sushi / Japanese",0,,"Kyoto Sushi Grill Lee Vista Orlando happy hour rolls",28.4672900,-81.3093600,"Sushi, Japanese, Happy Hour, Sake, Beer, Wine, Lee Vista","6651 S Semoran Blvd",Orlando,FL,32822,US,"Lee Vista sushi and Japanese grill restaurant with happy hour rolls, beer, wine, sake, kids menu, catering, and takeout.",https://kyotosushiandgrill.net/,"Official website",https://kyotosushiandgrill.net/happy-hour-rolls-2/,https://kyotosushiandgrill.net/to-go-orders/,"Order Online"
"Vines Grille & Wine Bar - Orlando","7533 W Sand Lake Road",Orlando,FL,32819,US,"Restaurant / Wine Bar","Restaurant Row steakhouse and wine bar with daily happy hour, wines, cocktails, bar bites, live music, and upscale dining.",407-668-4220,https://vinesgrille.com/,"Official website","Steakhouse / Wine Bar",0,,"Vines Grille Wine Bar Orlando Sand Lake happy hour",28.4506400,-81.4870200,"Steakhouse, Wine Bar, Happy Hour, Cocktails, Live Music, Dr. Phillips","7533 W Sand Lake Road",Orlando,FL,32819,US,"Restaurant Row steakhouse and wine bar with daily happy hour, wines, cocktails, bar bites, live music, and upscale dining.",https://vinesgrille.com/,"Official website",https://vinesgrille.com/menu/happy-hour/,https://vinesgrille.com/reservations/,"Reserve Online"
"Palm Tree Club Restaurant - Orlando","9101 International Drive Suite 1008",Orlando,FL,32819,US,"Restaurant / Bar","Pointe Orlando tropical coastal restaurant and bar with happy hour, cocktails, global snacks, oysters, live music, and nightlife.",407-506-0473,https://www.liveatthepointeorlando.com/eat-and-drink/palm-tree-club-restaurant,"Official website","Coastal / American",0,,"Palm Tree Club Restaurant Orlando Pointe happy hour cocktails",28.4329000,-81.4706000,"Coastal, American, Happy Hour, Cocktails, Oysters, Nightlife, I-Drive","9101 International Drive Suite 1008",Orlando,FL,32819,US,"Pointe Orlando tropical coastal restaurant and bar with happy hour, cocktails, global snacks, oysters, live music, and nightlife.",https://www.liveatthepointeorlando.com/eat-and-drink/palm-tree-club-restaurant,"Official website",https://www.liveatthepointeorlando.com/eat-and-drink/palm-tree-club-restaurant,https://www.opentable.com/r/palm-tree-club-orlando,"Reserve Online"
"The Pub Orlando - Orlando","9101 International Drive Suite 1003",Orlando,FL,32819,US,"Restaurant / Pub","Pointe Orlando British-inspired pub with happy hour, drink specials, beer, wine, liquor, shareables, and nightlife.",407-352-2305,https://experiencethepub.com/locations/orlando/,"Official website","British / Pub",0,,"The Pub Orlando Pointe Orlando happy hour beer shareables",28.4329000,-81.4706000,"British, Pub, Happy Hour, Beer, Wine, Shareables, Nightlife, I-Drive","9101 International Drive Suite 1003",Orlando,FL,32819,US,"Pointe Orlando British-inspired pub with happy hour, drink specials, beer, wine, liquor, shareables, and nightlife.",https://experiencethepub.com/locations/orlando/,"Official website",https://experiencethepub.com/locations/orlando/,https://experiencethepub.com/locations/orlando/,"View Location"
"Blue Martini Orlando - Orlando","9101 International Drive Suite 1182",Orlando,FL,32819,US,"Bar / Lounge","Pointe Orlando cocktail lounge and nightlife venue with martinis, live entertainment, happy hour, tapas, beer, wine, and late-night events.",407-447-2583,https://orlando.bluemartini.com/,"Official website","Cocktails / Tapas",0,,"Blue Martini Orlando Pointe Orlando happy hour martinis nightlife",28.4329000,-81.4706000,"Cocktails, Martini, Happy Hour, Nightlife, Live Music, Tapas, I-Drive","9101 International Drive Suite 1182",Orlando,FL,32819,US,"Pointe Orlando cocktail lounge and nightlife venue with martinis, live entertainment, happy hour, tapas, beer, wine, and late-night events.",https://orlando.bluemartini.com/,"Official website",https://orlando.bluemartini.com/food-drink/,,
"ICEBAR Orlando - Orlando","8967 International Drive",Orlando,FL,32819,US,"Bar / Nightlife","International Drive ice bar and Fire Lounge with happy hour, daily rotating specials, cocktails, nightlife, dancing, and late-night drinks.",407-426-7555,https://icebarorlando.com/,"Official website","Cocktails / Lounge",0,,"ICEBAR Orlando International Drive happy hour cocktails nightlife",28.4379000,-81.4711000,"Cocktails, Happy Hour, Nightlife, Lounge, I-Drive, Drinks","8967 International Drive",Orlando,FL,32819,US,"International Drive ice bar and Fire Lounge with happy hour, daily rotating specials, cocktails, nightlife, dancing, and late-night drinks.",https://icebarorlando.com/,"Official website",https://icebarorlando.com/,https://icebarorlando.com/buy-tickets/,"Buy Tickets"
"Cooper's Hawk Winery & Restaurant International Drive - Orlando","8005 International Drive",Orlando,FL,32819,US,"Restaurant / Winery","International Drive winery restaurant with Wine O'Clock happy hour, wine tastings, cocktails, brunch, and modern American dining.",407-956-3400,https://chwinery.com/locations/orlando-on-international-dr,"Official website","American / Wine Bar",0,,"Cooper's Hawk Winery Restaurant International Drive Orlando happy hour wine",28.4486000,-81.4707000,"Wine Bar, Winery, Happy Hour, Cocktails, Brunch, American, I-Drive","8005 International Drive",Orlando,FL,32819,US,"International Drive winery restaurant with Wine O'Clock happy hour, wine tastings, cocktails, brunch, and modern American dining.",https://chwinery.com/locations/orlando-on-international-dr,"Official website",https://chwinery.com/menus,https://chwinery.com/locations/orlando-on-international-dr,"Reserve Online"
"Boku Sushi & Grill - Maitland","140 Independence Lane",Maitland,FL,32751,US,Restaurant,"Maitland sushi and Japanese restaurant with lunch specials, happy hour, sushi rolls, Japanese plates, and online ordering.",407-960-5577,https://www.bokusushi.com/,"Official website","Sushi / Japanese",0,,"Boku Sushi Grill Maitland happy hour sushi Japanese",28.6278000,-81.3647000,"Sushi, Japanese, Happy Hour, Lunch Specials, Maitland, Sake","140 Independence Lane",Maitland,FL,32751,US,"Maitland sushi and Japanese restaurant with lunch specials, happy hour, sushi rolls, Japanese plates, and online ordering.",https://www.bokusushi.com/,"Official website",https://www.bokusushi.com/,https://pos.chowbus.com/online-ordering/store/13856,"Order Online"
"The Courtesy - Winter Park","1288 N Orange Avenue","Winter Park",FL,32789,US,"Cocktail Bar","Winter Park cocktail bar with happy hour, bar bites, cocktails, beer, wine, classes, and 21+ nightlife.",,https://www.thecourtesybar.com/,"Official website","Cocktails / Bar Bites",0,,"The Courtesy Winter Park cocktail bar happy hour",28.5907000,-81.3628000,"Cocktails, Happy Hour, Bar Bites, Beer, Wine, Winter Park, Nightlife","1288 N Orange Avenue","Winter Park",FL,32789,US,"Winter Park cocktail bar with happy hour, bar bites, cocktails, beer, wine, classes, and 21+ nightlife.",https://www.thecourtesybar.com/,"Official website",https://www.thecourtesybar.com/happyhour,https://www.thecourtesybar.com/reservations,"Reserve Online"
"Shade Bar & Grill Orlando - Orlando","400 W Livingston Street",Orlando,FL,32801,US,"Restaurant / Bar","Downtown Orlando Marriott bar and grill with happy hour, social hour, draft beer, house wine, margaritas, burgers, wings, and sandwiches.",407-868-8686,https://shadebarandgrillorlando.com/,"Official website","American / Bar & Grill",0,,"Shade Bar Grill Orlando Downtown happy hour",28.5472000,-81.3846000,"American, Bar and Grill, Happy Hour, Beer, Wine, Margaritas, Downtown Orlando","400 W Livingston Street",Orlando,FL,32801,US,"Downtown Orlando Marriott bar and grill with happy hour, social hour, draft beer, house wine, margaritas, burgers, wings, and sandwiches.",https://shadebarandgrillorlando.com/,"Official website",https://shadebarandgrillorlando.com/orlando-restaurant-menus/shade-bar-and-grill-happy-hour/,,
"F&D Woodfired Italian Kitchen Winter Park - Winter Park","1965 Aloma Avenue","Winter Park",FL,32792,US,Restaurant,"Winter Park Italian restaurant with woodfired pizzas, pasta, happy hour, wine, beer, mussels, meatballs, and online ordering.",321-384-9946,https://www.fdwoodfireditaliankitchen.com/,"Official website","Italian / Pizza",0,,"F&D Woodfired Italian Kitchen Winter Park happy hour pizza wine",28.6014000,-81.3267000,"Italian, Pizza, Happy Hour, Wine, Beer, Winter Park","1965 Aloma Avenue","Winter Park",FL,32792,US,"Winter Park Italian restaurant with woodfired pizzas, pasta, happy hour, wine, beer, mussels, meatballs, and online ordering.",https://www.fdwoodfireditaliankitchen.com/,"Official website",https://www.fdwoodfireditaliankitchen.com/events/happy-hour-winter-park,https://www.fdwoodfireditaliankitchen.com/locations,"Order Online"
"Umi Winter Park - Winter Park","525 S Park Avenue","Winter Park",FL,32789,US,Restaurant,"Winter Park Japanese restaurant on Park Avenue with sushi, Japanese plates, wine, bubbly, happy hour, and online ordering.",407-960-3993,https://www.umijapaneserestaurant.com/,"Official website","Sushi / Japanese",0,,"Umi Winter Park sushi Japanese happy hour Park Avenue",28.5927000,-81.3508000,"Sushi, Japanese, Happy Hour, Wine, Bubbly, Winter Park","525 S Park Avenue","Winter Park",FL,32789,US,"Winter Park Japanese restaurant on Park Avenue with sushi, Japanese plates, wine, bubbly, happy hour, and online ordering.",https://www.umijapaneserestaurant.com/,"Official website",https://www.umijapaneserestaurant.com/,https://www.umijapaneserestaurant.com/,"Order Online"
"Superica Winter Park - Winter Park","415 S Orlando Avenue Suite 211","Winter Park",FL,32789,US,"Restaurant / Bar","Winter Park Tex-Mex restaurant with happy hour, margaritas, beer, cocktails, sangria, brunch, tacos, and patio dining.",407-919-6671,https://superica.com/winter-park/,"Official website","Tex-Mex / Mexican",0,,"Superica Winter Park happy hour margaritas Tex Mex",28.5933000,-81.3653000,"Tex-Mex, Mexican, Happy Hour, Margaritas, Tacos, Brunch, Winter Park","415 S Orlando Avenue Suite 211","Winter Park",FL,32789,US,"Winter Park Tex-Mex restaurant with happy hour, margaritas, beer, cocktails, sangria, brunch, tacos, and patio dining.",https://superica.com/winter-park/,"Official website",https://superica.com/winter-park/,https://superica.com/winter-park/,"Order Online"
"Lamp & Shade - Orlando","1336 N Mills Ave",Orlando,FL,32803,US,"Restaurant / Cocktail Bar","Mills 50 craft kitchen and cocktail bar with happy hour, brunch, late-night menu, cocktails, martinis, and shareable dishes.",321-417-3477,https://throwsomeshadeorl.com/,"Official website","New American / Cocktails",0,,"Lamp and Shade Orlando Mills 50 happy hour cocktails",28.5639000,-81.3644000,"Cocktails, Happy Hour, Martini, Brunch, Late Night, Mills 50, New American","1336 N Mills Ave",Orlando,FL,32803,US,"Mills 50 craft kitchen and cocktail bar with happy hour, brunch, late-night menu, cocktails, martinis, and shareable dishes.",https://throwsomeshadeorl.com/,"Official website",https://throwsomeshadeorl.com/menu/,https://throwsomeshadeorl.com/reservations/,"Reserve Online"
"Local Draught House - Orlando","101 Lake Ave Ste 3",Orlando,FL,32801,US,Bar,"Downtown Orlando neighborhood bar near Lake Eola with daily happy hour, late-night happy hour, draft beer, drink specials, darts, and nightlife.",,https://www.thelocaldh.com/,"Official website","Bar / Draft Beer",0,,"Local Draught House Orlando Lake Eola happy hour draft beer",28.5420000,-81.3724000,"Bar, Draft Beer, Happy Hour, Late Night, Lake Eola, Downtown Orlando","101 Lake Ave Ste 3",Orlando,FL,32801,US,"Downtown Orlando neighborhood bar near Lake Eola with daily happy hour, late-night happy hour, draft beer, drink specials, darts, and nightlife.",https://www.thelocaldh.com/,"Official website",https://www.thelocaldh.com/specials,,
"The Broken Cage - Orlando","101 S Eola Dr",Orlando,FL,32801,US,"Cocktail Bar","Lake Eola social cocktail lounge with happy hour, late-night happy hour, signature cocktails, wine by the glass, appetizers, and nightlife.",407-601-5219,https://www.thebrokencage.com/orlando,"Official website","Cocktails / Lounge",0,,"The Broken Cage Orlando Lake Eola cocktail lounge happy hour",28.5410000,-81.3704000,"Cocktails, Happy Hour, Wine, Appetizers, Late Night, Lake Eola, Downtown Orlando","101 S Eola Dr",Orlando,FL,32801,US,"Lake Eola social cocktail lounge with happy hour, late-night happy hour, signature cocktails, wine by the glass, appetizers, and nightlife.",https://www.thebrokencage.com/orlando,"Official website",https://www.thebrokencage.com/orlando,,
"Bites & Bubbles - Orlando","1618 N Mills Ave",Orlando,FL,32803,US,"Restaurant / Bar","Mills 50 restaurant and rooftop bar with happy hour, wine, cocktails, beer, brunch, dinner, and daily-changing food menus.",407-270-5085,https://www.bitesbubbles.com/,"Official website","New American / Wine Bar",0,,"Bites and Bubbles Orlando Mills 50 happy hour rooftop wine cocktails",28.5669000,-81.3642000,"New American, Wine Bar, Cocktails, Happy Hour, Brunch, Rooftop, Mills 50","1618 N Mills Ave",Orlando,FL,32803,US,"Mills 50 restaurant and rooftop bar with happy hour, wine, cocktails, beer, brunch, dinner, and daily-changing food menus.",https://www.bitesbubbles.com/,"Official website",https://www.bitesbubbles.com/menu,https://www.bitesbubbles.com/happy-hour,"Reserve Online"
"Neveyah Sushi & Thai - Orlando","100 S Eola Dr 105",Orlando,FL,32801,US,Restaurant,"Lake Eola sushi and Thai restaurant with happy hour, sushi, Thai dishes, cocktails, sake, wine, late-night dining, and online ordering.",407-849-3739,https://neveyah.com/,"Official website","Sushi / Thai",0,,"Neveyah Sushi Thai Orlando Lake Eola happy hour",28.5408288,-81.3700901,"Sushi, Thai, Happy Hour, Sake, Cocktails, Wine, Lake Eola, Downtown Orlando","100 S Eola Dr 105",Orlando,FL,32801,US,"Lake Eola sushi and Thai restaurant with happy hour, sushi, Thai dishes, cocktails, sake, wine, late-night dining, and online ordering.",https://neveyah.com/,"Official website",https://neveyah.com/,https://neveyah.com/,"Order Online"
"World of Beer - Downtown Orlando - Orlando","431 E Central Blvd Ste B",Orlando,FL,32801,US,"Restaurant / Bar","Downtown Orlando craft beer bar and restaurant near Lake Eola with happy hour, beer, cocktails, wine, shareables, and sports-bar energy.",407-270-5541,https://worldofbeer.com/locations/downtown-orlando/,"Official website","American / Craft Beer",0,,"World of Beer - Downtown Orlando Lake Eola craft beer happy hour",28.5421000,-81.3712000,"Craft Beer, Beer, Happy Hour, Cocktails, Wine, American, Lake Eola, Downtown Orlando","431 E Central Blvd Ste B",Orlando,FL,32801,US,"Downtown Orlando craft beer bar and restaurant near Lake Eola with happy hour, beer, cocktails, wine, shareables, sports-bar energy, patio seating, and bar games.",https://worldofbeer.com/locations/downtown-orlando/,"Official website",https://worldofbeer.com/locations/downtown-orlando/food/daily-specials/,https://worldofbeer.com/locations/downtown-orlando/,"Order Online"
"The Wellborn - Orlando","211 N Lucerne Cir E",Orlando,FL,32801,US,"Restaurant / Bar","Downtown Orlando tapas and cocktail bar with happy hour, brunch, craft cocktails, wine, patio seating, and nightlife.",407-745-1135,https://www.thewellbornorlando.com/,"Official website","Tapas / Cocktails",0,,"The Wellborn Orlando happy hour tapas cocktails patio",28.5399000,-81.3781000,"Tapas, Cocktails, Happy Hour, Wine, Brunch, Patio, Downtown Orlando","211 N Lucerne Cir E",Orlando,FL,32801,US,"Downtown Orlando tapas and cocktail bar with happy hour, brunch, craft cocktails, wine, patio seating, and nightlife.",https://www.thewellbornorlando.com/,"Official website",https://www.thewellbornorlando.com/menu,,
"Jag Cantina - Orlando","8965 Conroy Windermere Rd",Orlando,FL,32835,US,"Restaurant / Bar","Windermere-area Mexican restaurant with happy hour, margaritas, tacos, brunch, cocktails, chef-curated Mexican dishes, and online ordering.",407-612-5727,https://jagcantina.com/,"Official website","Mexican / Tacos",0,,"Jag Cantina Orlando Conroy Windermere happy hour margaritas Mexican",28.4940000,-81.5106000,"Mexican, Tacos, Happy Hour, Margaritas, Cocktails, Brunch, Windermere","8965 Conroy Windermere Rd",Orlando,FL,32835,US,"Windermere-area Mexican restaurant with happy hour, margaritas, tacos, brunch, cocktails, chef-curated Mexican dishes, and online ordering.",https://jagcantina.com/,"Official website",https://jagcantina.com/our-menus/,https://jagcantina.com/,"Order Online"
"Sixty Vines Winter Park - Winter Park","110 S Orlando Ave Suite 12","Winter Park",FL,32789,US,"Restaurant / Wine Bar","Winter Park wine-country-inspired restaurant with happy hour, 60 wines on tap, cocktails, brunch, shared plates, and online ordering.",407-410-8005,https://www.sixtyvines.com/locations/winter-park,"Official website","American / Wine Bar",0,,"Sixty Vines Winter Park happy hour wine cocktails shared plates",28.5965000,-81.3659000,"Wine Bar, Happy Hour, Cocktails, Brunch, Shared Plates, Winter Park","110 S Orlando Ave Suite 12","Winter Park",FL,32789,US,"Winter Park wine-country-inspired restaurant with happy hour, 60 wines on tap, cocktails, brunch, shared plates, and online ordering.",https://www.sixtyvines.com/locations/winter-park,"Official website",https://www.sixtyvines.com/locations/winter-park,https://www.sixtyvines.com/locations/winter-park,"Order Online"
"Ruth's Chris Steak House Orlando - Orlando","7501 W Sand Lake Rd",Orlando,FL,32819,US,"Restaurant / Steakhouse","Restaurant Row steakhouse with daily happy hour, cocktails, wine, small plates, burgers, steak sandwiches, seafood, and upscale dining.",407-226-3900,https://www.ruthschris.com/locations/fl/orlando/orlando/7325,"Official website","Steakhouse / American",0,,"Ruth's Chris Steak House Orlando Sand Lake happy hour steakhouse",28.4505000,-81.4861000,"Steakhouse, Happy Hour, Cocktails, Wine, Seafood, Restaurant Row, Dr. Phillips","7501 W Sand Lake Rd",Orlando,FL,32819,US,"Restaurant Row steakhouse with daily happy hour, cocktails, wine, small plates, burgers, steak sandwiches, seafood, and upscale dining.",https://www.ruthschris.com/locations/fl/orlando/orlando/7325,"Official website",https://m.ruthschris.com/happy-hour/fl/orlando-restaurant/7325,https://www.ruthschris.com/locations/fl/orlando/orlando/7325,"Reserve Online"
"F&D Cantina Thornton Park - Orlando","617 E Central Blvd",Orlando,FL,32801,US,"Restaurant / Bar","Thornton Park Mexican restaurant with daily happy hour, margaritas, tacos, brunch, half-price appetizers, cocktails, beer, and online ordering.",407-550-1239,https://www.fdcantina.com/thornton-park,"Official website","Mexican / Tacos",0,,"F&D Cantina Thornton Park Orlando happy hour margaritas tacos",28.5424000,-81.3693000,"Mexican, Tacos, Happy Hour, Margaritas, Brunch, Cocktails, Thornton Park","617 E Central Blvd",Orlando,FL,32801,US,"Thornton Park Mexican restaurant with daily happy hour, margaritas, tacos, brunch, half-price appetizers, cocktails, beer, and online ordering.",https://www.fdcantina.com/thornton-park,"Official website",https://www.fdcantina.com/events/happy-hour,https://www.fdcantina.com/thornton-park,"Order Online"
"Agave Azul Winter Park - Winter Park","900 S Orlando Ave","Winter Park",FL,32789,US,"Restaurant / Bar","Winter Park Mexican restaurant with happy hour, margaritas, beer, wine, guacamole, empanadas, tacos, and online ordering.",321-972-3414,https://www.agaveazulcocinamex.com/winterpark,"Official website","Mexican / Tacos",0,,"Agave Azul Winter Park happy hour margaritas Mexican tacos",28.5891000,-81.3654000,"Mexican, Tacos, Happy Hour, Margaritas, Beer, Wine, Winter Park","900 S Orlando Ave","Winter Park",FL,32789,US,"Winter Park Mexican restaurant with happy hour, margaritas, beer, wine, guacamole, empanadas, tacos, and online ordering.",https://www.agaveazulcocinamex.com/winterpark,"Official website",https://www.agaveazulcocinamex.com/winterpark,https://www.agaveazulcocinamex.com/winterpark,"Order Online"
"Mikado Lake Mary - Lake Mary","3899 W Lake Mary Blvd 117","Lake Mary",FL,32746,US,Restaurant,"Lake Mary Japanese restaurant with sushi, happy hour, sake, beer, wine, appetizers, shrimp, rolls, lunch, dinner, and online ordering.",407-878-7608,https://www.mikadofl.com/,"Official website","Sushi / Japanese",0,,"Mikado Lake Mary sushi happy hour Japanese sake wine",28.7580000,-81.3521000,"Sushi, Japanese, Happy Hour, Sake, Beer, Wine, Lake Mary","3899 W Lake Mary Blvd 117","Lake Mary",FL,32746,US,"Lake Mary Japanese restaurant with sushi, happy hour, sake, beer, wine, appetizers, shrimp, rolls, lunch, dinner, and online ordering.",https://www.mikadofl.com/,"Official website",https://www.mikadofl.com/,https://www.mikadofl.com/,"Order Online"
"The Monroe - Orlando","448 N Terry Ave",Orlando,FL,32801,US,"Restaurant / Bar","Creative Village restaurant and bar with weekday happy hour, cocktails, beer, wine, brunch, coffee bar, dinner, and private events.",407-734-2102,https://www.themonroeorlando.com/,"Official website","American / Southern",0,,"The Monroe Orlando Creative Village happy hour cocktails brunch",28.5489000,-81.3869000,"American, Southern, Happy Hour, Cocktails, Brunch, Coffee, Downtown Orlando","448 N Terry Ave",Orlando,FL,32801,US,"Creative Village restaurant and bar with weekday happy hour, cocktails, beer, wine, brunch, coffee bar, dinner, and private events.",https://www.themonroeorlando.com/,"Official website",https://www.themonroeorlando.com/menu?menu=dinner-menu,https://www.themonroeorlando.com/,"Reserve Online"
"Baires Grill Orlando - Orlando","8050 International Dr",Orlando,FL,32819,US,"Restaurant / Bar","International Drive Argentine steakhouse with happy hour, cocktails, wine, beer, dinner, lunch specials, and nightlife events.",,https://www.bairesgrill.com/orlando,"Official website","Argentine / Steakhouse",0,,"Baires Grill Orlando International Drive happy hour Argentine steakhouse",28.4496000,-81.4707000,"Argentine, Steakhouse, Happy Hour, Cocktails, Wine, Beer, I-Drive","8050 International Dr",Orlando,FL,32819,US,"International Drive Argentine steakhouse with happy hour, cocktails, wine, beer, dinner, lunch specials, and nightlife events.",https://www.bairesgrill.com/orlando,"Official website",https://www.bairesgrill.com/menu/orlando,https://www.opentable.com/r/baires-grill-orlando,"Reserve Online"
"Relax Grill at Lake Eola - Orlando","211 Eola Pkwy",Orlando,FL,32801,US,"Restaurant / Bar","Lake Eola restaurant and bar with happy hour, drinks, shots, food specials, lunch, dinner, patio seating, and lake views.",407-425-8440,https://relaxgrill.com/,"Official website","American / Mediterranean",0,,"Relax Grill Lake Eola Orlando happy hour patio drinks",28.5427000,-81.3724000,"American, Mediterranean, Happy Hour, Cocktails, Margaritas, Patio, Lake Eola","211 Eola Pkwy",Orlando,FL,32801,US,"Lake Eola restaurant and bar with happy hour, drinks, shots, food specials, lunch, dinner, patio seating, and lake views.",https://relaxgrill.com/,"Official website",https://relaxgrill.com/,https://relaxgrill.com/contact/,"Contact Venue"
"Eola Wine Company - Orlando","430 E Central Blvd",Orlando,FL,32801,US,"Restaurant / Wine Bar","Downtown Orlando wine bar near Lake Eola with happy hour, wine, beer, seltzers, vodka sodas, brunch, patio seating, and private events.",407-481-9100,https://www.eolawinecompany.com/,"Official website","Wine Bar / American",0,,"Eola Wine Company Orlando Lake Eola happy hour wine bar",28.5422000,-81.3712000,"Wine Bar, Happy Hour, Beer, Brunch, Patio, Lake Eola, Downtown Orlando","430 E Central Blvd",Orlando,FL,32801,US,"Downtown Orlando wine bar near Lake Eola with happy hour, wine, beer, seltzers, vodka sodas, brunch, patio seating, and private events.",https://www.eolawinecompany.com/,"Official website",https://www.eolawinecompany.com/menus/happy-hour,https://www.eolawinecompany.com/,"Reserve Online"
"Osphere Grill & Bar - Orlando","407 E Central Blvd",Orlando,FL,32801,US,"Restaurant / Bar","Lake Eola neighborhood grill and bar with happy hour, brunch, cocktails, wine, beer, patio seating, and American cuisine.",407-203-1768,https://ospheregrillbar.com/,"Official website","American / Bar & Grill",0,,"Osphere Grill Bar Orlando Lake Eola happy hour brunch cocktails",28.5422000,-81.3717000,"American, Bar and Grill, Happy Hour, Cocktails, Wine, Beer, Brunch, Lake Eola","407 E Central Blvd",Orlando,FL,32801,US,"Lake Eola neighborhood grill and bar with happy hour, brunch, cocktails, wine, beer, patio seating, and American cuisine.",https://ospheregrillbar.com/,"Official website",https://ospheregrillbar.com/happy-hour/,https://ospheregrillbar.com/,"Make a Reservation"
"Perla's Pizza - Winter Park","959 W Fairbanks Ave","Winter Park",FL,32789,US,"Restaurant / Cocktail Bar","Winter Park pizza and vinyl record cocktail bar with happy hour, cocktails, martinis, spritzes, late-night hours, and online ordering.",689-444-7143,https://www.perlaspizzafl.com/,"Official website","Pizza / Cocktails",0,,"Perla's Pizza Winter Park happy hour vinyl cocktail bar",28.5937000,-81.3610000,"Pizza, Cocktails, Happy Hour, Martini, Spritz, Late Night, Winter Park","959 W Fairbanks Ave","Winter Park",FL,32789,US,"Winter Park pizza and vinyl record cocktail bar with happy hour, cocktails, martinis, spritzes, late-night hours, and online ordering.",https://www.perlaspizzafl.com/,"Official website",https://www.perlaspizzafl.com/,https://www.perlaspizzafl.com/,"Order Online"
"Tabla Winter Park - Winter Park","216 N Park Ave Suite H","Winter Park",FL,32789,US,"Restaurant / Bar","Winter Park Indian, Indo-Chinese, and Asian fusion restaurant with happy hour, beer, wine, appetizers, outdoor seating, and reservations.",321-422-0321,https://www.tablacuisine.com/locations/winterpark/,"Official website","Indian / Asian Fusion",0,,"Tabla Winter Park happy hour Indian Asian fusion beer wine",28.5997000,-81.3508000,"Indian, Asian Fusion, Indo-Chinese, Happy Hour, Beer, Wine, Winter Park","216 N Park Ave Suite H","Winter Park",FL,32789,US,"Winter Park Indian, Indo-Chinese, and Asian fusion restaurant with happy hour, beer, wine, appetizers, outdoor seating, and reservations.",https://www.tablacuisine.com/locations/winterpark/,"Official website",https://www.tablacuisine.com/locations/winterpark/,https://www.tablacuisine.com/,"Book Online"
"Corazon by Baires - Orlando","8126 International Drive",Orlando,FL,32819,US,"Restaurant / Bar","International Drive Latin-American restaurant and bar with happy hour, appetizers, specialty drinks, wine, dinner, and reservations.",407-573-6166,https://corazonbybaires.com/,"Official website","Latin-American / Steakhouse",0,,"Corazon by Baires Orlando International Drive happy hour Latin American",28.4476000,-81.4707000,"Latin-American, Steakhouse, Happy Hour, Cocktails, Wine, I-Drive, Nightlife","8126 International Drive",Orlando,FL,32819,US,"International Drive Latin-American restaurant and bar with happy hour, appetizers, specialty drinks, wine by the glass, dinner, and reservations.",https://corazonbybaires.com/,"Official website",https://corazonbybaires.com/menu,https://corazonbybaires.com/,"Reserve Online"
